Carrier,Origin City,Destination City,Month,Aircraft,Seats,Passengers,Distance,Departures Performed,Departures Scheduled
American Airlines Inc.,"Chicago, IL","Charlotte, NC",2,699,23369,16923,599,125,129
American Airlines Inc.,"Chicago, IL","Charlotte, NC",4,614,23040,18696,599,144,146
American Airlines Inc.,"Chicago, IL","Charlotte, NC",7,699,27489,23916,599,147,150
American Airlines Inc.,"Chicago, IL","Charlotte, NC",6,699,28237,25348,599,151,154
American Airlines Inc.,"Chicago, IL","Charlotte, NC",8,699,28985,23997,599,155,157
American Airlines Inc.,"Chicago, IL","Charlotte, NC",9,699,30481,21269,599,163,167
American Airlines Inc.,"Chicago, IL","Charlotte, NC",3,699,32912,28946,599,176,176
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,699,32725,27899,599,175,177
American Airlines Inc.,"Chicago, IL","Charlotte, NC",5,699,34595,29626,599,185,191
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,694,150,132,646,1,1
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",12,631,65,52,607,1,1
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,698,256,184,646,2,2
Republic Airline,"Chicago, IL","Raleigh/Durham, NC",12,677,140,129,646,2,2
SkyWest Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,629,150,139,646,3,3
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charlotte, NC",12,631,210,191,599,3,3
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",12,698,384,362,599,3,3
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",12,614,525,345,632,3,3
Trans States Airlines,"Chicago, IL","Charlotte, NC",12,675,200,183,599,4,4
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,612,488,448,646,4,4
ExpressJet Airlines Inc.,"Chicago, IL","Greensboro/High Point, NC",12,675,250,192,589,5,5
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",12,614,1162,993,599,7,7
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",12,694,1500,1210,599,10,10
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,634,2327,1683,646,13,13
American Airlines Inc.,"Chicago, IL","Charlotte, NC",12,698,1664,1407,599,13,13
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",12,634,2864,968,599,16,16
Trans States Airlines,"Chicago, IL","Greensboro/High Point, NC",12,675,800,736,589,16,16
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",12,673,1368,1120,599,18,18
Republic Airline,"Chicago, IL","Raleigh/Durham, NC",12,673,1596,1449,646,21,21
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",12,614,4550,3749,584,26,27
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Raleigh/Durham, NC",12,631,2170,1994,646,31,31
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",12,612,4433,2608,584,31,31
Air Wisconsin Airlines Corp,"Chicago, IL","Greensboro/High Point, NC",12,629,1700,1494,589,34,34
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Greensboro/High Point, NC",12,631,2450,1522,589,35,35
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,614,6474,3702,646,39,39
Republic Airline,"Chicago, IL","Charlotte, NC",12,677,2660,2417,599,38,39
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,614,7520,4787,646,47,47
American Airlines Inc.,"Chicago, IL","Charlotte, NC",12,694,8400,7015,599,56,56
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",12,655,7980,5911,646,57,57
Republic Airline,"Chicago, IL","Charlotte, NC",12,673,4332,3814,599,57,58
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",12,629,3000,2364,607,60,62
SkyWest Airlines Inc.,"Chicago, IL","Asheville, NC",12,629,3200,2729,536,64,65
American Airlines Inc.,"Chicago, IL","Charlotte, NC",12,614,12480,10494,599,78,78
Envoy Air,"Chicago, IL","Greensboro/High Point, NC",12,675,4300,2927,589,86,87
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",12,612,15158,12058,632,106,109
American Airlines Inc.,"Chicago, IL","Charlotte, NC",12,699,24684,19608,599,132,132
PSA Airlines Inc.,"Peoria, IL","Asheville, NC",11,629,50,47,531,1,1
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",11,631,65,50,607,1,1
Republic Airline,"Chicago, IL","Raleigh/Durham, NC",11,673,76,74,646,1,1
ExpressJet Airlines Inc.,"Chicago, IL","Greensboro/High Point, NC",11,675,100,44,590,2,2
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",11,614,332,88,599,2,2
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",11,694,300,173,599,2,2
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",11,629,150,120,599,3,3
SkyWest Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,673,228,198,646,3,3
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",11,612,496,367,599,4,4
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",11,698,512,214,599,4,4
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,694,600,456,646,4,4
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,698,512,469,646,4,4
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",11,614,700,537,632,4,4
American Airlines Inc.,"Chicago, IL","Charlotte, NC",11,698,640,451,599,5,5
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",11,673,456,360,599,6,6
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Greensboro/High Point, NC",11,631,560,433,590,8,8
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,612,1118,796,646,9,9
Republic Airline,"Chicago, IL","Charlotte, NC",11,677,700,548,599,10,10
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,634,1969,1742,646,11,11
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",11,634,3222,1318,599,18,18
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",11,631,1470,1359,599,21,21
Air Wisconsin Airlines Corp,"Chicago, IL","Greensboro/High Point, NC",11,629,1050,899,590,21,22
American Airlines Inc.,"Chicago, IL","Charlotte, NC",11,694,4200,3245,599,28,28
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",11,612,4004,2268,584,28,29
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",11,614,5075,3688,584,29,29
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Raleigh/Durham, NC",11,631,2310,2211,646,33,33
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charlotte, NC",11,631,2730,2395,599,39,40
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,655,6720,5339,646,48,48
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,614,8620,6568,646,52,52
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",11,629,2800,2341,607,56,57
Republic Airline,"Chicago, IL","Charlotte, NC",11,673,4332,3634,599,57,57
American Airlines Inc.,"Chicago, IL","Charlotte, NC",11,614,10080,8288,599,63,63
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",11,614,10400,7592,646,65,65
Trans States Airlines,"Chicago, IL","Greensboro/High Point, NC",11,675,4000,3138,590,80,80
Envoy Air,"Chicago, IL","Greensboro/High Point, NC",11,675,4150,2594,590,83,83
SkyWest Airlines Inc.,"Chicago, IL","Asheville, NC",11,629,4400,3665,536,88,89
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",11,612,13585,10987,632,95,97
American Airlines Inc.,"Chicago, IL","Charlotte, NC",11,699,31042,25973,599,166,167
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",10,629,50,40,599,1,1
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",10,631,70,59,599,1,1
SkyWest Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,629,50,37,646,1,1
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,655,140,102,599,1,1
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",10,631,65,28,607,1,1
Envoy Air,"Chicago, IL","Charlotte, NC",10,631,63,45,599,1,1
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,694,300,256,646,2,2
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charlotte, NC",10,631,210,183,599,3,3
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",10,694,600,400,599,4,4
SkyWest Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,673,304,262,646,4,4
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,634,895,747,646,5,5
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",10,614,1162,648,599,7,7
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,614,1162,670,646,7,7
ExpressJet Airlines Inc.,"Chicago, IL","Greensboro/High Point, NC",10,675,350,278,589,7,7
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Greensboro/High Point, NC",10,631,560,438,589,8,8
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,698,1792,1377,599,14,14
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",10,698,2432,1856,599,19,19
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,698,2432,1764,646,19,19
United Air Lines Inc.,"Chicago, IL","Charlotte, NC",10,634,3580,1403,599,20,20
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",10,614,3850,2762,632,22,22
Republic Airline,"Chicago, IL","Raleigh/Durham, NC",10,673,1824,1697,646,24,24
SkyWest Airlines Inc.,"Chicago, IL","Charlotte, NC",10,673,1900,1547,599,25,25
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,694,4050,3393,599,27,27
United Air Lines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,612,3330,2719,646,27,27
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Raleigh/Durham, NC",10,631,2170,2089,646,31,31
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",10,612,4433,3969,584,31,31
Southwest Airlines Co.,"Chicago, IL","Charlotte, NC",10,614,5425,2287,584,31,31
Republic Airline,"Chicago, IL","Charlotte, NC",10,673,2736,2169,599,36,36
Republic Airline,"Chicago, IL","Charlotte, NC",10,677,3500,3031,599,50,50
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,655,7980,6628,646,57,57
PSA Airlines Inc.,"Peoria, IL","Charlotte, NC",10,629,3000,2539,607,60,60
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,614,9440,8210,599,59,60
American Airlines Inc.,"Chicago, IL","Raleigh/Durham, NC",10,614,9920,7762,646,62,62
Southwest Airlines Co.,"Chicago, IL","Raleigh/Durham, NC",10,612,9581,7843,632,67,67
Envoy Air,"Chicago, IL","Greensboro/High Point, NC",10,675,4400,3092,589,88,89
Trans States Airlines,"Chicago, IL","Greensboro/High Point, NC",10,675,5000,4241,589,100,101
SkyWest Airlines Inc.,"Chicago, IL","Asheville, NC",10,629,5900,5255,536,118,123
American Airlines Inc.,"Chicago, IL","Charlotte, NC",10,699,32538,27673,599,174,174
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",3,631,70,52,760,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",4,612,126,126,760,1,1
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",4,634,179,106,753,1,1
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",6,614,166,154,753,1,1
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",6,698,128,128,753,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",7,634,179,92,760,1,1
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",7,612,126,121,753,1,1
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",7,694,150,123,753,1,1
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",5,694,180,132,760,1,1
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",1,673,76,70,577,1,1
Envoy Air,"Chicago, IL","Greer, SC",1,675,50,30,577,1,1
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",5,631,70,48,577,1,1
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",6,673,76,75,577,1,1
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",7,694,180,59,760,1,1
Trans States Airlines,"Chicago, IL","Charleston, SC",8,675,50,39,760,1,1
Trans States Airlines,"Chicago, IL","Columbia, SC",10,675,50,48,666,1,1
Republic Airline,"Chicago, IL","Charleston, SC",10,677,70,57,760,1,1
Republic Airline,"Chicago, IL","Greer, SC",10,673,76,55,577,1,1
Republic Airline,"Chicago, IL","Myrtle Beach, SC",8,677,70,68,753,1,1
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",9,673,76,67,577,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",9,612,126,108,760,1,1
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",9,722,186,146,760,1,1
SkyWest Airlines Inc.,"Chicago, IL","Columbia, SC",8,631,70,45,666,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",8,614,166,65,760,1,1
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",9,838,175,119,745,1,1
Allegiant Air,"Belleville, IL","Myrtle Beach, SC",9,694,180,58,696,1,1
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",4,614,175,161,745,1,1
Republic Airline,"Chicago, IL","Myrtle Beach, SC",6,677,70,70,753,1,1
Republic Airline,"Chicago, IL","Greer, SC",4,677,70,64,577,1,1
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",5,675,50,40,577,1,1
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charleston, SC",10,631,70,68,760,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",3,614,166,163,760,1,1
Trans States Airlines,"Chicago, IL","Columbia, SC",4,675,50,43,666,1,1
United Air Lines Inc.,"Chicago, IL","Charleston, SC",2,634,358,306,760,2,2
Republic Airline,"Chicago, IL","Greer, SC",2,673,152,64,577,2,2
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",7,673,146,73,760,2,2
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",2,673,152,107,760,2,2
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",4,673,152,119,760,2,2
Republic Airline,"Chicago, IL","Myrtle Beach, SC",8,673,152,142,753,2,2
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",8,673,152,97,577,2,2
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",10,838,350,345,745,2,2
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",3,673,152,104,760,2,2
Allegiant Air,"Belleville, IL","Myrtle Beach, SC",7,698,312,287,696,2,2
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",7,698,256,251,753,2,2
Air Wisconsin Airlines Corp,"Chicago, IL","Charleston, SC",3,629,100,98,760,2,2
United Air Lines Inc.,"Chicago, IL","Charleston, SC",4,634,537,214,760,3,3
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",6,694,450,412,753,3,3
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",6,614,525,419,745,3,3
United Air Lines Inc.,"Chicago, IL","Charleston, SC",7,614,498,354,760,3,3
ExpressJet Airlines Inc.,"Chicago, IL","Charleston, SC",1,675,150,140,760,3,3
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",8,838,525,515,745,3,3
Republic Airline,"Chicago, IL","Charleston, SC",10,673,228,167,760,3,3
Republic Airline,"Chicago, IL","Greer, SC",10,677,210,150,577,3,3
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",8,698,384,351,753,3,3
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",10,675,150,135,666,3,3
Republic Airline,"Chicago, IL","Myrtle Beach, SC",6,673,228,214,753,3,3
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",4,673,228,201,577,3,3
Envoy Air,"Chicago, IL","Myrtle Beach, SC",8,631,195,139,753,3,3
Republic Airline,"Chicago, IL","Greer, SC",1,673,228,155,577,3,3
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",4,631,280,70,577,4,4
Envoy Air,"Chicago, IL","Charleston, SC",9,673,304,200,760,4,4
United Air Lines Inc.,"Chicago, IL","Charleston, SC",10,614,664,284,760,4,4
Republic Airline,"Chicago, IL","Myrtle Beach, SC",7,673,304,280,753,4,4
Trans States Airlines,"Chicago, IL","Columbia, SC",3,675,200,172,666,4,4
United Air Lines Inc.,"Chicago, IL","Charleston, SC",5,612,504,481,760,4,4
United Air Lines Inc.,"Chicago, IL","Myrtle Beach, SC",5,614,664,514,753,4,4
Envoy Air,"Chicago, IL","Myrtle Beach, SC",5,631,258,186,753,4,4
Envoy Air,"Chicago, IL","Myrtle Beach, SC",7,631,260,236,753,4,4
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",3,614,700,660,745,4,4
United Air Lines Inc.,"Chicago, IL","Charleston, SC",7,694,750,580,760,5,5
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",5,698,750,567,760,5,5
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",1,675,250,239,577,5,5
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",1,673,304,251,760,4,5
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",5,673,380,261,577,5,5
Envoy Air,"Chicago, IL","Myrtle Beach, SC",6,631,325,282,753,5,5
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",7,614,875,737,745,5,5
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",6,675,250,208,666,5,5
SkyWest Airlines Inc.,"Chicago, IL","Columbia, SC",9,631,350,210,666,5,5
United Air Lines Inc.,"Chicago, IL","Charleston, SC",8,694,750,495,760,5,5
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",9,614,700,624,745,4,5
United Air Lines Inc.,"Chicago, IL","Charleston, SC",3,634,895,752,760,5,5
Envoy Air,"Chicago, IL","Greer, SC",3,631,319,279,577,5,5
Republic Airline,"Chicago, IL","Charleston, SC",1,677,70,60,760,1,5
Envoy Air,"Chicago, IL","Greer, SC",4,675,300,206,577,6,6
Republic Airline,"Chicago, IL","Charleston, SC",1,673,76,65,760,1,6
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",9,698,900,770,760,6,6
Envoy Air,"Chicago, IL","Greer, SC",5,631,447,242,577,7,7
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",10,629,350,319,577,7,7
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",4,629,350,317,760,7,7
Trans States Airlines,"Chicago, IL","Greer, SC",1,675,300,274,577,6,7
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",3,675,400,360,577,8,8
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",7,698,1200,828,760,8,8
United Air Lines Inc.,"Chicago, IL","Charleston, SC",9,694,1200,794,760,8,8
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",3,673,608,509,577,8,8
United Air Lines Inc.,"Chicago, IL","Charleston, SC",4,614,1328,1102,760,8,8
United Air Lines Inc.,"Chicago, IL","Charleston, SC",6,614,1328,893,760,8,8
United Air Lines Inc.,"Chicago, IL","Charleston, SC",6,694,1350,945,760,9,9
Trans States Airlines,"Chicago, IL","Greer, SC",6,675,450,356,577,9,9
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",6,698,1350,1166,760,9,9
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charleston, SC",8,631,630,550,760,9,9
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",8,698,1350,1221,760,9,9
Frontier Airlines Inc.,"Chicago, IL","Charleston, SC",10,698,1350,1156,760,9,9
Allegiant Air,"Belleville, IL","Myrtle Beach, SC",6,694,1800,1412,696,10,10
Air Wisconsin Airlines Corp,"Chicago, IL","Greer, SC",6,629,500,446,577,10,10
Allegiant Air,"Belleville, IL","Myrtle Beach, SC",7,694,1980,1627,696,11,11
Allegiant Air,"Belleville, IL","Myrtle Beach, SC",8,694,1980,1404,696,11,11
United Air Lines Inc.,"Chicago, IL","Charleston, SC",2,694,1800,885,760,12,12
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",8,673,906,700,760,12,12
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",4,675,650,554,577,13,13
United Air Lines Inc.,"Chicago, IL","Charleston, SC",2,698,1792,1531,760,14,14
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",2,675,750,613,577,15,15
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",8,631,1190,895,577,17,17
GoJet Airlines LLC d/b/a United Express,"Chicago, IL","Charleston, SC",9,631,1120,953,760,16,18
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",10,614,3150,2972,745,18,18
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",8,614,3500,3282,745,20,20
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",1,675,1050,807,666,21,21
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",6,631,1470,1069,577,21,21
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",10,673,1520,1353,760,20,21
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",8,629,1100,1023,577,22,22
Air Wisconsin Airlines Corp,"Chicago, IL","Greer, SC",3,629,1100,925,577,22,22
United Air Lines Inc.,"Chicago, IL","Charleston, SC",5,614,3818,3046,760,23,23
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",7,631,1610,1157,577,23,23
Air Wisconsin Airlines Corp,"Chicago, IL","Charleston, SC",2,629,1100,920,760,22,24
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",2,612,3146,1631,745,22,24
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",3,694,4320,3960,753,24,24
United Air Lines Inc.,"Chicago, IL","Charleston, SC",3,694,3750,2736,760,25,25
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",2,675,1300,1025,666,26,26
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",9,694,4680,3323,753,26,26
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",4,675,1300,1134,666,26,26
Trans States Airlines,"Chicago, IL","Greer, SC",2,675,1300,976,577,26,27
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",5,675,1350,1187,666,27,27
Air Wisconsin Airlines Corp,"Chicago, IL","Columbia, SC",2,629,1350,928,666,27,28
United Air Lines Inc.,"Chicago, IL","Charleston, SC",3,698,3584,3418,760,28,28
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",2,629,1300,1122,760,26,28
ExpressJet Airlines Inc.,"Chicago, IL","Columbia, SC",3,675,1400,1199,666,28,28
Envoy Air,"Chicago, IL","Charleston, SC",5,673,1976,1420,760,26,28
Southwest Airlines Co.,"Chicago, IL","Charleston, SC",1,612,3289,1559,745,23,29
SkyWest Airlines Inc.,"Chicago, IL","Charleston, SC",3,629,1450,1361,760,29,29
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",9,675,1450,997,577,29,29
ExpressJet Airlines Inc.,"Chicago, IL","Greer, SC",10,675,1500,1154,577,30,30
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",6,694,5400,5017,753,30,30
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",4,694,5400,4331,753,30,30
Trans States Airlines,"Chicago, IL","Greer, SC",5,675,1500,1016,577,30,30
Envoy Air,"Chicago, IL","Charleston, SC",6,673,2204,1777,760,29,30
SkyWest Airlines Inc.,"Chicago, IL","Greer, SC",6,629,1350,1220,577,27,30
Envoy Air,"Chicago, IL","Charleston, SC",7,673,2356,1844,760,31,31
Air Wisconsin Airlines Corp,"Chicago, IL","Columbia, SC",3,629,1550,1159,666,31,31
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",7,694,5580,5104,753,31,31
Envoy Air,"Chicago, IL","Charleston, SC",8,673,2356,1681,760,31,31
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",8,694,5580,5032,753,31,31
Spirit Air Lines,"Chicago, IL","Myrtle Beach, SC",10,694,5580,4212,753,31,31
Air Wisconsin Airlines Corp,"Chicago, IL","Greer, SC",8,629,1550,1243,577,31,32
